comentario,resposta_api
"That’s not a f country music, lyrics are so dumb","I would classify this comment as Negative. The commenter expresses strong dislike for the song's genre and lyrics, using words like ""not"" and ""dumb"", indicating a clear negative sentiment."
what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,"I would classify this comment as Negative, but with a hint of nostalgia. The comment starts by calling the music ""shit"" and ""trash"", indicating a strong negative sentiment. However, the commenter then expresses their love for certain classic rock bands and artists from the 60s-80s, showing a positive sentiment towards that era's music."
This is awful 😂,"I would classify this comment as Positive. The use of 😂 (laughter emoji) suggests that the commenter is being sarcastic and intentionally ironic, implying that they actually enjoyed the video despite their initial statement being negative."
Anyone who calls this country is tone deaf,"I would classify this comment as Negative, because it implies that someone who disagrees with the opinion expressed in the video (i.e., ""this country"") must lack musical pitch sense, which is a pejorative statement."
Unbelievable 😂 this is awful chris Stapleton carrie underwood,"I would classify this comment as Negative. The use of the word ""awful"" explicitly expresses a negative opinion about Chris Stapleton and Carrie Underwood's collaboration."
A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,"I would classify this comment as Neutral. The commenter is asking a question about the definition of country music, showing curiosity rather than expressing a strong opinion or emotion towards the music video itself."
"It's a catchy song, but why has the video got to be so over sexualized!","I would classify this comment as Neutral with a hint of Negativity. The user starts by praising the song (""catchy"") which is a positive sentiment, but then expresses their disappointment and slight annoyance at the ""over-sexualization"" in the music video, which shifts the tone to a neutral-negative direction."
This is your worst album,"Negative

Justification: The comment explicitly states that this is the artist's ""worst"" album, indicating a strong negative sentiment towards their work."
"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique","I would classify this comment as Negative. The commenter strongly criticizes the video's country credentials, calling it an ""OK"" but ultimately unauthentic and insincere imitation of real country music, which they associate with Toby Keith, Alan Jackson, Miranda Lambert, and Reba McEntire."
I wonder why shes been called the queen? Like wheres the queen vibes,"I would classify this comment as Neutral. The commenter is expressing curiosity about the title ""Queen"" being given to the artist, but they don't seem to have a strong positive or negative opinion about it."
Truly one of the worst songs of all time.,"I would classify this comment as Negative because it uses strong language to express dislike for the song, calling it ""one of the worst songs of all time""."
She a perv. Worst song and worst video EVER ! Yuk!,"I would classify this comment as Negative. The commenter uses strong language to express their dislike for the song and video, calling it ""worst"" and using words with negative connotations like ""perv"" and ""yuk""."
"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤","I would classify this comment as Positive. The commenter uses superlatives such as ""the only one"" and ""living Legend"", and expresses admiration for Beyoncé's vocals and performance skills, indicating a strong positive sentiment towards the singer."
Yall are slow she stole the melody from a children’s tv show and put different words in it.,"I would classify this comment as Negative. The commenter is criticizing the artist for allegedly stealing a melody from a children's TV show, expressing displeasure and frustration with their work."
this is awful wth,"I would classify this comment as Negative. The use of strong language (""awful"") and the abbreviation ""wth"" (which likely stands for ""with"" but also has a sarcastic tone) clearly convey a negative sentiment towards the video."
"Love this, very catchy 🙂","I would classify this comment as Positive. The use of the phrase ""love this"" and the smiling emoticon (😊) indicate a strong positive sentiment towards the music video."
"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..","I would classify this comment as Negative. Although the user starts with a strong negative statement, the use of ""lol"" at the beginning and later mentioning that the ""ending of the song sucked big time"" reinforces their overall dissatisfaction with the video."
"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords","I would classify this comment as Negative. The commenter uses strong language to express their dislike for the music, comparing it unfavorably to something unpleasant (turd) and stating that it lacks depth or originality (""vanilla"" guitar chords)."
"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist","I would classify this comment as Negative. The commenter uses strong derogatory language to describe country music fans, calling them ""conservative"", ""retrograde"", ""annoying"", and ""insufferable""."
OMG that's awful,"Negative: The commenter uses strong language (""awful"") to express their dislike for the video."
"Awful, terrible song. @Shaunjohnson885 don't reply.","I would classify this comment as Negative. The comment explicitly uses strong negative language (""Awful"", ""terrible"") to describe the song, indicating a strongly unfavorable opinion."
"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.","I would classify this comment as Negative. The commenter explicitly states that it's ""the worst video ever"", expressing strong dissatisfaction with the content."
"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha","I would classify this comment as Positive.

Justification: The commenter uses positive adjectives such as ""catchy"", ""fun"", and explicitly states that they enjoy the song, even going so far as to imagine others secretly dancing to it at home."
Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,"I would classify this comment as Neutral. Although the tone appears somewhat confrontational, the commenter is actually encouraging others to provide their genuine opinions about the music video, without expressing a clear positive or negative sentiment towards the content itself."
Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,"I would classify this comment as Negative. Despite acknowledging that the singer is ""decent"", the overall tone is strongly critical, with explicit language used to express disgust and disappointment with the song."
Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,"I classify this comment as Positive. The commenter uses four hearts (❤❤❤❤) and multiple laughing emojis (😂) to express their enthusiasm and affection for the artist, indicating a strong positive sentiment."
This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,"I would classify this comment as Negative. The commenter uses strong negative language (""this shit"", ""trash song"", ""dissapointing"") and expresses disappointment that the artist was able to succeed in beating other country singers, implying a sense of disdain for their music."
At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,"I would classify this comment as Positive. The commenter is expressing a clever observation about the song's similarity to another well-known track, showing their engagement and appreciation for the music."
"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde","I would classify this comment as Negative. The user expresses disappointment and frustration with something happening to Texas, specifically mentioning two exceptions (Waco and Uvalde), which implies that their sentiment towards the rest of the state is negative."
This song is crap the worst song ever,"I would classify this comment as **Negative** because the user explicitly states that the song is ""crap"" and the ""worst song ever"", indicating strong dislike and disapproval."
This is the worst song in history ..... .. i would die before hearing this ever again,"I would classify this comment as Negative. Justification: The use of the phrase ""worst song in history"" and the statement that the commenter would ""die before hearing it again"" strongly convey a strong dislike or hatred for the song, making the overall sentiment decidedly negative."
This is awful,"I would classify this comment as Negative because it explicitly states that the video is ""awful"", expressing a strong negative sentiment towards the content."
Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,"I would classify this comment as Negative. The commenter explicitly states that the song is ""the worst"" and uses strong language to describe it, such as ""absolute piece of trash"", which conveys a strongly negative sentiment."
This may be the worst video I've ever seen. WTF!,"I would classify this comment as Negative. The language used is extremely critical, with the commenter stating it's the ""worst"" video they've ever seen, accompanied by an exclamation of frustration (""WTF""). This level of strong negative sentiment indicates a dislike or disgust towards the video."
My God what a POS song on every level except the decent vocal performance.,"I would classify this comment as Negative. The use of strong language (""POS"") to describe the song, along with criticisms of its quality on ""every level"", suggests a strongly negative sentiment towards the music video."
Worst country song ever wtf is this,"I would classify this comment as Negative. The use of strong language (""WORST"" and ""wtf"") and the phrase ""worst country song ever"" clearly convey a negative sentiment towards the music video."
Early 2024 vibes,"I would classify this comment as Positive. The use of ""early 2024 vibes"" suggests that the commenter is excited about the song's style and aesthetic, which evokes a sense of optimism and enthusiasm."
"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️","I would classify this comment as Negative. The commenter uses strong language to express their dislike for the song, calling it ""trash"" and saying it's not even country music. They also make fun of Beyoncé's outfit, calling it ""demonic and inappropriate."" The tone is overwhelmingly critical and dismissive."
"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.","I would classify this comment as Negative. The user explicitly states that the song is ""the worst"" they've ever heard and uses vivid language to describe their extreme dislike, implying a strong negative emotional response."
"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.","I would classify this comment as Negative. The commenter expresses strong disapproval towards the video's content, specifically criticizing the exposed nudity and labeling it as ""liberal misogyny"", which indicates a strongly negative sentiment towards the video and its portrayal of women."
THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,"Negative.

Justification: The use of strong negative words such as ""terrible"", ""horrible"", and ""awful"" clearly convey the commenter's strong dislike for the music video."
Awful… complete garbage …,"I would classify this comment as Negative. The use of strong negative language such as ""Awful"" and ""complete garbage"" indicates a strong dislike for the music video."
Probably the worst video and song ever. Real trash.,"I would classify this comment as Negative. The use of strong language (""worst"", ""trash"") and explicit criticism of both the video and song indicates a strongly unfavorable opinion."
"Sounds generic and bland , the Grammy show is fake","I would classify this comment as Negative. The words ""generic"", ""bland"", and ""fake"" all convey a negative sentiment towards the Grammy show, indicating that the commenter has a low opinion of it."
Chris brown lyrics residuals,"I would classify this comment as Neutral. The comment is simply stating that Chris Brown's lyrics have residuals (i.e., they have an impact) without expressing a positive or negative opinion about it."
Dumbest video of all time. Not counting the phoned in lyrics.,"I would classify this comment as Negative. The phrase ""dumbest video of all time"" is a strong negative statement, and although the commenter mentions ""phoned in lyrics"", it doesn't seem to be enough to offset the overall negativity of their tone."
"Oh yes Black Americans did in fact invent Traditional and Contemporary Western and Country Music. The very first singing and yodeling Cowboys were in fact Black Americans. Black Americans taught our White American Brothers and Sisters how to play, sing and yoldel Traditional and Contemporary Western and Country Music.","I would classify this comment as Positive. This is because the commenter is expressing pride and appreciation for the contributions of Black Americans to music genres such as Western and Country, highlighting their role in teaching others and celebrating their achievements."
Worst Music Video goes to...,"I would classify this comment as Negative. The use of ""worst"" is a clear indication that the commenter has a negative opinion about the music video."
That is the stupidest video ever.  That’s so annoying seeing her do the same thing over and over and over again.  I expected more from Beyoncé.  😡,"I would classify this comment as Negative. The commenter uses strong negative language, calling the video ""stupidest"", expresses annoyance at the repetition, and expresses disappointment with the artist's performance, demonstrating a clearly unfavorable opinion."
Now we know why her sister beat him up in the lift he rated a 13 year old 😮,"I would classify this comment as Negative. The commenter is expressing disgust and outrage at the person's behavior, implying that it was unacceptable and even worthy of physical violence from his sister."
"This video is boring, though, and has nothing to do with the lyrics","I would classify this comment as Negative. The user explicitly states that the video is ""boring"", which expresses a negative sentiment about the content."
This is not country and is terrible.  Her barotone voice.  Geezus.,"I would classify this comment as Negative. The use of strong language (""terrible"") and the dismissive tone towards the artist's genre (""not country"") convey a clear negative sentiment towards the music video."
This may be the worst music video ever made. Kanye would even agree with this statement. But better country song than any Swift song,"I classify this comment as Neutral. The comment starts off by stating that the music video is ""the worst"" which is negative, but then it takes a neutral turn by saying that it's still a better country song than some other artist's (Taylor Swift) work, showing that the commenter has some positive sentiments towards the song."
"I do not listen to country that much but this is not country.. The country is about the singer, not the instruments. Beyonce sings like a pop artist, even in this and her lyrics are dull because she can not sing country.. She did not put much effort in to adding the quirks that country singers are doing to make their songs sound like country. Beyonce won because she is famous and are in a good position with the once who decide who will win or not. It is dumb how famous artists just ride the wave once they get famous and get praised for mediocre stuff. Songs like these are a humiliation towards those who live and breathe country when they are robbed out of awards that should be theirs.","I would classify this comment as Negative, as it expresses strong criticism towards Beyoncé's music video, calling her singing ""dull"" and accusing her of not putting effort into making the song sound like country. The comment also implies that the song is a ""humiliation"" to those who are passionate about country music."
This is the worst video I've ever seen and the song isn't very good ether she is way better at rnb,"I would classify this comment as Negative. The comment starts by stating that it's the ""worst"" video they've ever seen, which immediately conveys a strong negative sentiment. While the commenter does mention that the singer is ""way better"" at R&B, this doesn't enough to balance out the overwhelmingly negative tone of the rest of the comment."
Worst song ever heard,"Negative: The commenter explicitly states that the song is ""worst,"" indicating a strong negative sentiment towards the music."
e uma diva de todos tempos. simplesmente a melhor,"I would classify this comment as Positive. The comment uses superlatives such as ""de todos tempos"" (of all time) and ""a melhor"" (the best), indicating a strong admiration for the artist being discussed."
👎👎👎 Using body for view is dirty and the song is bad and vocal too,"I would classify this comment as Negative. The commenter uses strong language to express their dislike of the video's views and the music itself, calling it ""dirty"" and stating that the song and vocals are ""bad""."
Terrible terrible video.  Worst ever.,"I would classify this comment as Negative. The commenter uses strong negative language, such as ""terrible"" and ""worst ever"", to express their dislike for the video."
"Music, lyrics 🎉, video 💩.","I would classify this comment as Mixed/Neutral with a dash of sarcasm. The commenter is expressing enthusiasm for the music and lyrics (""🎉""), but also uses a negative emoji (""💩"") to describe the video, indicating a lackluster or disappointing aspect of the content."
This is awful... and what's with the nakedness,"I would classify this comment as Negative. The use of the word ""awful"" explicitly expresses displeasure, and the mention of ""nakedness"" likely refers to the music video's content or artwork, which the commenter finds unappealing."
"Good song., but video awful","I would classify this comment as Negative. The commenter starts by saying ""Good song"", which indicates a positive opinion about the music, but then immediately contradicts it by calling the video ""awful"", which is a strong negative sentiment."
best song worst vid,"I would classify this comment as Negative. The commenter explicitly states that the video is the ""worst"" which indicates a strong negative sentiment towards it."
The worst song i ever heard,"I would classify this comment as Negative. The use of the phrase ""worst song"" is a strong negative statement that expresses disappointment and dislike for the song."
How bout come up with your own lyrics infringement is illegal,"I would classify this comment as Negative. The commenter is suggesting that the artist should create their own original content rather than copying others, implying disapproval of the video's lyrical style."
"Sorry, a super song, but a monotonous video!","I would classify this comment as Neutral with a tinge of Positivity. The user starts by saying ""a super song"", which indicates a positive sentiment towards the music. However, they then express disappointment with the video, calling it ""monotonous"", which tempers their overall positivity. Overall, the comment is not overwhelmingly negative or positive, hence my Neutral classification with a slight leaning towards Positivity."
"Like she ever went to a Cowboy dive bar. Worst video I've ever seen. The only ""good"" thing is the banjo.","I would classify this comment as Negative. Although the commenter mentions that the banjo is the one ""good"" thing, their overall tone and description of the video (""Worst video I've ever seen"") indicate a strong negative sentiment towards the video."
"Beatiful,talented, but you ain’t country","I would classify this comment as Neutral. Although it starts with positive adjectives like ""beautiful"" and ""talented"", the ending phrase ""you ain't country"" implies a neutral-to-negative sentiment about the artist's genre or authenticity, rather than expressing overall disapproval."
Worst video I’ve ever seen. Bizarre,"I would classify this comment as Negative. The commenter explicitly states that it's the ""worst video"" they've ever seen, and adds that it's ""bizarre"", which implies a strong negative sentiment towards the video."
worst song ever created,"Negative.

This comment is classified as negative because it explicitly states that the song is ""the worst"" ever created, indicating a strong unfavorable opinion."
And she beat Taylor how not that I really like Taylor but Taylor is way better,"I would classify this comment as Neutral. The commenter is acknowledging that their opinion may differ from others (e.g., liking Taylor more), but they're not expressing strong emotions or opinions about the topic, instead presenting a neutral perspective with a hint of humility."
Sad that she feels the need to oversexualize herself to sell records.,"I would classify this comment as Negative. The commenter expresses disappointment and disapproval towards the artist's behavior, implying that they find it unprofessional or inappropriate."
Me remixing the song with Arabic beats to start a moral war in the Middle East,"I would classify this comment as Positive. The commenter is expressing enthusiasm for creating their own remix of the song and using it to promote positive change (a ""moral war"" implies spreading a message or promoting a cause) in the Middle East, which suggests a sense of excitement and purpose."
Most annoying song of 2024…,"I would classify this comment as Negative, because the word ""annoying"" has a strongly negative connotation, indicating that the commenter does not enjoy the song."
This is awful. Both the song and this stupid “visual”.🤢🤢🤢,"I would classify this comment as Negative. The use of strong negative language (""awful""), emojis indicating disgust (🤢), and criticism of both the song and visual elements all contribute to a strongly unfavorable tone."
"Idk what the hype is about this song, it's annoying","I would classify this comment as Negative. The commenter explicitly states that they don't know what the hype is about and finds the song ""annoying"", indicating a strong negative sentiment towards the music."
The video is repetitive.,"I would classify this comment as Negative. The use of the word ""repetitive"" implies that the commenter found the video's repetition to be unengaging or monotonous, which is a negative sentiment."
The worst song ever,"Negative. The explicit statement ""the worst song ever"" clearly expresses a strong negative opinion about the song."
The worst song shes ever made in her career,"I would classify this comment as Negative. The use of the word ""worst"" explicitly expresses a strong negative opinion about the song."
This has to be ai generated lyrics .,"I would classify this comment as Negative. The commenter is expressing skepticism about the authenticity of the song's lyrics, implying that they do not believe the lyrics are genuine, which suggests a negative sentiment towards the music video."
"Not that anyone asked me, or would ever ask me, or cares that nobody asked me... But there was so much talk around Beyoncé doing this that I expected way, way more. (That beat is sweet, but too soft, it needs to drop harder... and Cowgirl Beyoncé I have yet to see, for in this video she is not.)","I would classify this comment as Negative. The commenter expresses disappointment with the music video, specifically mentioning that they expected more from Beyoncé after all the hype surrounding the collaboration, and also criticizes the beat and Beyoncé's performance in the video."
Love the deep sexy voice,"I would classify this comment as Positive. The use of words like ""love"" and ""sexy"" convey a strong appreciation for the singer's voice, indicating a positive sentiment towards the music video."
Worst Beyonce song yet,"I would classify this comment as Negative because it expresses disapproval and criticism towards Beyoncé's song, calling it ""worst"" which is a strong negative sentiment."
"THIS THE WORST ""country"" song EVER!!! 😂😂😂😂 DONT MAKE NO ALBUM this shit disrespectful to real country,","I would classify this comment as Negative. The user explicitly states that the song is the worst, uses strong language (""WORST""), and insults the genre by calling it ""disrespectful to real country"", indicating a strong negative sentiment towards the video."
Came here to say i dont understand the hype it sounds awful,"I would classify this comment as Negative. The user explicitly states that they don't understand the hype (implying they don't agree with others' opinions) and thinks the song ""sounds awful"", which is a strong negative statement."
Lady Gaga vibe 🎉,"I would classify this comment as Positive. The use of emojis such as 🎉, which are often used to express excitement or enthusiasm, suggests that the commenter has a positive association with Lady Gaga's style or music."
This is truly one of the worst videos I've watched. Totally tasteless and NOT country.,"I would classify this comment as Negative. The commenter explicitly states that the video is ""one of the worst"" they've watched, using strong language to express their dislike for it."
"The lyrics on this album are ridiculously bad, lol. I bet she had people write these songs for her and she just smacked her name on them.😂","I would classify this comment as Negative. The user explicitly states that the lyrics are ""ridiculously bad"" and implies that the artist didn't have a hand in writing them, which expresses a critical opinion about the music. 😊"
No lyrics + no music = no clothes,"I would classify this comment as Neutral. The comment makes a humorous observation about the music video's lack of lyrics and music being related to its content (no clothes), but it doesn't express any sentiment towards the artist, song, or overall quality of the video."
You can't sing country to save your life! 😂 stick to your awful generic pop music!!,"I would classify this comment as Negative. The commenter is expressing dislike for the artist's singing style, using strong language like ""can't"" and ""awful"", and making a sarcastic remark with the smiling face emoji."
Weird video. Good song. I don't feel the country vibe.,"I would classify this comment as Neutral. The commenter expresses mixed opinions, mentioning that the video is ""weird"" (which could be interpreted negatively), but also says they like the song and simply don't connect with the country vibe (which doesn't necessarily convey a strong emotion)."
This is awful.,"I would classify this comment as Negative. The use of the word ""awful"" explicitly expresses dislike for the music video."
This is awful🤢💩,"Negative.

The commenter uses strong negative words like ""awful"" and includes emojis that convey disgust (🤢) and repulsion (💩), indicating their strong dislike for the music video."
Is This song available to set as caller ringtone??,"I would classify this comment as Neutral. The commenter is asking a practical question about the availability of the song for use as a ringtone, without expressing any emotional opinion or sentiment about the song itself."
So what's the fuss on not acountry fan really although some l never really liked the old twangy stuff or the new she thinks my tractors sexy stuff but let's go back ok Charlie Pride he had a real country style but when Dean Martin started doing it that opened up the door for some country singers to take that approach then Ray Charles he lent his twist and that was an influence what about Freddy Fender and the TexMexs stuff oh sorry for being politically incorrect even if it did sound great  recently Tennessee whiskey with an Etta James beat love that Elvis he mixed it all up so what's the fuss with her   l don't get it,"I would classify this comment as Positive, despite its seemingly negative tone. The commenter is expressing confusion and skepticism towards a specific artist's music, but ultimately concludes that they don't understand the ""fuss"" because they personally enjoy the blending of country and other genres (e.g., Elvis) and appreciate artists like Ray Charles and Etta James who have influenced country music."
Frankiln ahh beat,"I would classify this comment as Positive because it expresses enthusiasm and approval for the song ""Franklin"" by using the phrase ""ahh beat"", implying that the commenter really enjoys the music."
This is the worst song of the year. It's disgusting—just artificial trash made to make money,"I would classify this comment as Negative. The comment uses strong language to express disliking for the song, calling it ""the worst"" and describing it as ""artificial trash"" with no redeeming qualities, making it a clear example of negative sentiment."
Worst video EVER. Someone's gotta say it out loud. Music- good. Lyrics- 🤔,"I would classify this comment as Negative with a hint of Constructive Criticism. The user explicitly states that the video is ""the worst ever"", but also acknowledges that the music and lyrics are decent, indicating some level of appreciation for certain aspects of the content."
"Worst song ,worst outfit ... Her voice 🙄","I would classify this comment as Negative. The use of words like ""worst"" twice and the eye-rolling emoji (🙄) convey strong negative sentiment towards the singer's performance and appearance."
Sounds awful! Her voice is not a fit at all. 😂😂😂,"I would classify this comment as Negative. The use of the phrase ""Sounds awful"" and the mention that her voice is ""not a fit at all"" indicates a strong negative opinion about the artist's singing. The emojis, although used to convey laughter, are likely used to mock or ridicule the performance rather than express genuine humor or positivity."
When  I envision hell I think about this song on repeat lol it’s god awful,"I would classify this comment as Negative. The use of words like ""god awful"" and the comparison of the song to hell implies that the commenter strongly dislikes the music video."
"is it up for ""worst song of the year"" and ""worst music video ever""?","I would classify this comment as Negative. The commenter is expressing strong disdain for the song and music video, using hyperbolic language to emphasize their dislike."
"The music is dang cool, but do the lyrics actually contain or attempt to convey any message? If so, please explain. Not asking for a friend.","I would classify this comment as Neutral. The commenter expresses admiration for the music (""The music is dang cool""), which suggests a positive sentiment. However, they also raise a question about the lyrics and their meaning, which is a neutral inquiry rather than a negative or positive statement."
"Hey Beyonce, word got out that a $1 million dollar bounty to take my life was contracted from the deep web to kill me.  You have done rituals against me and wicked evil when I didn’t even know you.  This isn’t the first from you but word is out of what you have been trying to kill me and this is going back even before I knew you but you had a lot to say about me.  You’ve been exposed for the bounty on me.","I would classify this comment as Negative, as it expresses strong hostility and anger towards Beyonce, accusing her of attempting to have the commenter killed through dark magic and exposing a supposed bounty on their life. The tone is aggressive and vindictive, indicating a strongly negative sentiment towards Beyonce."
Worst video ever,"I would classify this comment as Negative. The comment explicitly states that the video is ""worst"", indicating a strong negative sentiment towards the video."
This song is booty this is the worst “country” song I’ve ever heard why do people listen to this bull,"I would classify this comment as Negative. The user explicitly states that the song is ""the worst"" they've ever heard and uses strong language like ""bull"" to express their dislike, indicating a strongly negative sentiment towards the song."
"People are unbelievable just becaz she  dont have the yank in her tone means that it aint country. She is from Tennesse which is country as well. And if was sombody else who sang country like this y'all wouldn't be beating them down, its only because her husband is pdiddy thats why y'all so hateful caz when this was song was trending with the dance everybody loved it until pdiddy issues happened","I classify this comment as Negative. Justification: The commenter expresses frustration and hatred towards people who criticize Taylor Swift's country music style due to her marriage to P Diddy, implying that their criticism is unfair and motivated by personal biases rather than the music itself."
Rolling Stone named bey's lemonade album best of the century. Yee-haw!,"I would classify this comment as Positive. The use of ""Yee-haw!"" and the enthusiastic tone convey a strong sense of excitement and approval towards Beyoncé's album being named one of the best by Rolling Stone magazine."
cant tell what was annoying the song or the video on replay,"I would classify this comment as Negative. The commenter expresses frustration and confusion, implying that they don't like either the song or the video, which is a negative sentiment towards the content."
Nah she needs to fold em. Texas NOT IN this video. Smdh... Embarrassing Texas... Nothing about Texas at all. Says more than them wasted lyrics will. Guarantee that video wasn't even made in Texas.,"I would classify this comment as Negative, justifying my answer by saying that the commenter expresses disappointment and frustration with the music video not being related to Texas, using strong language like ""Smdh"" (which is an abbreviation for ""Shakes My Damn Head"") and ""Embarrassing"". The tone is clearly critical and unhappy."
This is probably the worst music video I have seen. Could have done so much better with it.,"I would classify this comment as Negative. The commenter explicitly states that the music video is ""probably the worst"" they've seen, indicating a strong negative sentiment towards the content."
She’s not country! Her outfit is awful,"I would classify this comment as Negative. The user explicitly states that they do not think the artist is ""country"" (implying she doesn't fit the genre), and also criticizes her outfit, showing strong negativity towards the video or artist."
"Worst video concept of all time. But brilliant marketing. Come for the music, stay for the nipslip potential.","I would classify this comment as Neutral with a hint of sarcasm. The commenter expresses strong negative opinions about the video concept, but then adds a neutral/positive statement about the marketing and a humorous remark about the ""nipslip potential"", which shows they're not entirely unhappy with the content."
Worst song I have to hear at work in al long time,"I would classify this comment as Negative. The use of the word ""worst"" and the phrase ""in a long time"" indicate that the commenter has strong negative feelings about the song."
Great song. Awful video.,"I would classify this comment as Neutral with a slightly Negative tone. Although the commenter starts by praising the song, their overall sentiment is negative due to their criticism of the video. The positive statement about the song does not outweigh the negative statement about the video, resulting in a neutral-to-negative sentiment."
This is supposed to be country god awful,"I would classify this comment as Negative. The user explicitly states that the video is ""god awful"", which is a strong and derogatory term, indicating a strongly negative sentiment towards the music video."
Is this a copy of the cannon ball song with different lyrics?,"I would classify this comment as Neutral. This is because the commenter is simply asking a question about the similarity to another song, without expressing any opinion or emotion towards the music video itself."
Why do all these so called female pop stars frel they have to show the riskay parts of there flesh off.  All generic and dumb ...wake up citizens dont pay to see future rotted flesh.,"I would classify this comment as Negative, justifying that it expresses a strong disapproval towards the behavior of certain female pop stars, labeling them ""generic"" and ""dumb"", and implying that their fans are wasting their money by supporting them."
The world is changing upside down Beyonce singing Country songs and Taylor swift singing pop synth songs,"I would classify this comment as Neutral. The comment is making an observational statement about the current state of popular music rather than expressing a personal opinion or emotion towards the artists mentioned, which is what typically defines a positive or negative sentiment."
Not the worst song. But nothing special.,"I would classify this comment as Neutral. The commenter is expressing a lukewarm opinion, stating that the song is not terrible but also doesn't stand out in any significant way."
She wants to slowly infiltrate and contaminate. Contaminate with lewd lyrics and videos. Their ultimate goal is to transform this genre so it no longer resembles what it has been for decades. Just like everything else.,"I would classify this comment as Negative, because the commenter expresses a critical tone towards the artist's intentions to ""contaminate"" their genre with explicit content, implying that they disapprove of such a change and view it as detrimental to the genre's identity."
This song is the worst song I've ever heard,"I would classify this comment as Negative. The commenter explicitly states that the song is the ""worst"" they have ever heard, indicating strong dislike for the music."
Worst video ever! For a crappy piece of music. I didn’t care for Beyoncé before her country stage. Think she just torpedoed her career. And why would any videographer think the same clip over and over was a good idea? Couldn’t think of anything else? Hungover or something?,"I would classify this comment as Negative.

The commenter uses strong language to express their dislike for the video, calling it ""worst ever"" and criticizing Beyoncé's music. They also imply that the videographer is incompetent, questioning their ability to come up with new ideas. The tone is overwhelmingly critical and disapproving."
https://youtu.be/JAhrMH3-KPo?si=-ssKn5GXtnId40-D in 1970s these guys Texas eared a feared regime…….  See what they can come up with against oppression.  As a concerned neighbor and fellow tribes man the orchestra is the process. Play it to the rhythm where them guns 🎉❤😂😂😂😂,"I would classify this comment as Positive. The use of emojis such as ❤, 😂, and 🎉 convey excitement and enthusiasm, while the tone of the comment praises the musicians' ability to ""come up with something"" against oppression, indicating admiration and support for their message."
"Didn’t she just copy madonna? She made a country song in 2000. Trust me, Beyoncé can’t write lyrics, dance moves, notes or anything. She just copy’s other and says she’s original","I would classify this comment as Negative. The commenter explicitly states that Beyoncé can't write lyrics, dance moves, or music, and implies that she only copies others, which is a clear negative sentiment towards the artist."
Worst song ever turn it off already 🙄,"Negative: This comment expresses strong dislike for the song, using phrases like ""worst song ever"" and emojis indicating frustration (🙄), making it a clear negative sentiment."
So reversed,"Neutral

Justification: The comment ""So reversed"" is ambiguous and lacks explicit emotion or opinion, making it neutral in sentiment. It could be interpreted as expressing surprise, curiosity, or indifference to the video content rather than conveying a clear positive or negative emotion."
